OBJECTID,STREET,LOCATION,TYPE,LANES,REASON,STATUS,START,END_,SOURCE,COMMENT,EVENT,created_date,last_edited_user,last_edited_date,created_user,REGION_CITY,AGO_USER,IS_DRILL,Shape__Length
6911,AIKEN AND LINE STREET,,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2023/12/17 19:20:23+00,2023/12/18 06:00:00+00,Charleston PD,,,,,,,Charleston,dashert_chs,No,61.6910419594094
6912,KING ST,BETWEEN CALHOUN ST AND QUEEN ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/02/11 12:00:00+00,2024/02/11 17:00:00+00,Charleston GIS,,SECOND SUNDAY,,,,,Charleston,conradc_chs,No,1153.04726790658
6913,KING ST,BETWEEN CALHOUN ST AND QUEEN ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/03/10 12:00:00+00,2024/03/10 17:00:00+00,Charleston GIS,,SECOND SUNDAY,,,,,Charleston,conradc_chs,No,1153.04726790658
6914,KING ST,BETWEEN CALHOUN ST AND QUEEN ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/14 12:00:00+00,2024/04/14 17:00:00+00,Charleston GIS,,SECOND SUNDAY,,,,,Charleston,conradc_chs,No,1153.04726790658
6915,KING ST,BETWEEN CALHOUN ST AND QUEEN ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/05/12 12:00:00+00,2024/05/12 17:00:00+00,Charleston GIS,,SECOND SUNDAY,,,,,Charleston,conradc_chs,No,1153.04726790658
6916,KING ST,BETWEEN CALHOUN ST AND QUEEN ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/06/09 12:00:00+00,2024/06/09 17:00:00+00,Charleston GIS,,SECOND SUNDAY,,,,,Charleston,conradc_chs,No,1153.04726790658
6917,KING ST,BETWEEN CALHOUN ST AND QUEEN ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/07/14 12:00:00+00,2024/07/14 17:00:00+00,Charleston GIS,,SECOND SUNDAY,,,,,Charleston,conradc_chs,No,1153.04726790658
6918,KING ST,BETWEEN CALHOUN ST AND QUEEN ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/08/11 12:00:00+00,2024/08/11 17:00:00+00,Charleston GIS,,SECOND SUNDAY,,,,,Charleston,conradc_chs,No,1153.04726790658
6919,KING ST,BETWEEN CALHOUN ST AND QUEEN ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/09/08 12:00:00+00,2024/09/08 17:00:00+00,Charleston GIS,,SECOND SUNDAY,,,,,Charleston,conradc_chs,No,1153.04726790658
6920,KING ST,BETWEEN CALHOUN ST AND QUEEN ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/10/13 12:00:00+00,2024/10/13 17:00:00+00,Charleston GIS,,SECOND SUNDAY,,,,,Charleston,conradc_chs,No,1153.04726790658
6921,KING ST,BETWEEN CALHOUN ST AND QUEEN ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/11/10 12:00:00+00,2024/11/10 17:00:00+00,Charleston GIS,,SECOND SUNDAY,,,,,Charleston,conradc_chs,No,1153.04726790658
6923,CALHOUN ST,BETWEEN MEETING ST AND ELIZABETH ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/01/08 08:00:00+00,2024/01/08 16:30:00+00,Charleston GIS,,,,,,,Charleston,conradc_chs,No,324.546649445267
6924,HENRIETTA ST,BETWEEN MEETING ST AND ELIZABETH ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/01/08 08:00:00+00,2024/01/08 16:30:00+00,Charleston GIS,,,,,,,Charleston,conradc_chs,No,289.030037238219
6925,CHARLOTTE ST,BETWEEN MEETING ST AND ELIZABETH ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/01/08 08:00:00+00,2024/01/08 16:30:00+00,Charleston GIS,,,,,,,Charleston,conradc_chs,No,256.119406855714
6926,ANSON ST,BETWEEN MENOTTI ST AND CALHOUN ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/01/08 08:00:00+00,2024/01/08 16:30:00+00,Charleston GIS,,,,,,,Charleston,conradc_chs,No,124.778751354669
6930,Ashley Ave,btw Calhoun St \ Bennett St,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2024/01/09 18:35:19+00,2024/01/09 20:36:42+00,Charleston PD,,,,,,,Charleston,RIVERSK,No,177.35670227952
6931,Rutledge Ave,btw Calhoun / Bennett st,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2024/01/09 18:56:46+00,2024/01/09 20:25:20+00,Charleston PD,,,,,,,Charleston,RIVERSK,No,161.322736789687
6932,Barre St,btw Bull / Beaufain St,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2024/01/09 19:02:13+00,2024/01/09 21:24:53+00,Charleston PD,,,,,,,Charleston,RIVERSK,No,452.61271127961
6933,Bennett / Gadsden St,,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2024/01/09 19:06:22+00,2024/01/09 20:37:00+00,Charleston PD,,,,,,,Charleston,RIVERSK,No,29.929885219969
6934,Bennett st,btw Barre / Ashley St,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2024/01/09 19:07:54+00,2024/01/09 20:28:25+00,Charleston PD,,,,,,,Charleston,RIVERSK,No,274.687760041274
6935,Washington St,btw Laurens / Hasell St,CLOSED,ALL LANES CLOSED,FLOOD,ACTIVE,2024/01/09 19:11:29+00,2024/01/09 20:24:52+00,Charleston PD,,,,,,,Charleston,RIVERSK,No,349.412874022459
6936,CUMBERLAND ST,@ CONCORD ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/01/04 09:00:00+00,2024/01/26 16:00:00+00,Charleston GIS,AT&T,,,,,,Charleston,conradc_chs,No,71.9884303224379
6938,MEETING ST,@ S MARKET ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/01/15 09:00:00+00,2024/01/26 16:00:00+00,Charleston GIS,AT&T MANHOLE ACCESS,,,,,,Charleston,conradc_chs,No,27.675388478746
6939,HAMPTON PL,BETWEEN HUGER ST AND END OF STREET,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/02/05 07:30:00+00,2024/02/09 16:00:00+00,Charleston GIS,WATER SERVICE LINE REPLACEMENT,,,,,,Charleston,conradc_chs,No,82.7811989250539
6940,HUGER ST,BETWEEN WESSON AVE AND ASHLEY AVE,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/05 07:30:00+00,2024/02/09 16:00:00+00,Charleston GIS,WATER SERVICE LINE REPLACEMENT,,,,,,Charleston,conradc_chs,No,94.1200554722346
6941,MARKET ST,BETWEEN KING ST AND MEETING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/05 07:00:00+00,2024/02/09 17:00:00+00,Charleston GIS,SCAFFOLDING AT CHARLESTON PLACE,,,,,,Charleston,conradc_chs,No,184.173889832788
6942,MARKET ST,BETWEEN KING ST AND MEETING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/19 07:00:00+00,2024/02/22 17:00:00+00,Charleston GIS,SCAFFOLDING AT CHARLESTON PLACE,,,,,,Charleston,conradc_chs,No,180.013372548824
6943,COOPER ST,BETWEEN DRAKE ST AND AMERICA ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/01/15 07:00:00+00,2024/01/19 16:00:00+00,Charleston GIS,REPLACE LEAD SERVICE LINE,,,,,,Charleston,conradc_chs,No,176.684973813131
6944,SMITH ST,BETWEEN RADCLIFFE ST AND WARREN ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/02/16 08:30:00+00,2024/02/16 13:30:00+00,Charleston GIS,,DISTRACTED DRIVER EVENT,,,,,Charleston,conradc_chs,No,126.571360572951
6945,LAURENS ST,BETWEEN E BAY ST AND WASHINGTON ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/01/11 07:00:00+00,2024/01/11 17:00:00+00,Charleston GIS,DELIVERIES,,,,,,Charleston,conradc_chs,No,93.03889604211
6948,LINE ST,BETWEEN KING ST AND MEETING ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/01/15 08:00:00+00,2024/01/18 17:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,293.233817442692
6949,ANSON ST,BETWEEN WENTWORTH ST AND SOCIETY ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/01/16 09:00:00+00,2024/01/16 13:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,86.3357332708685
6954,VANDERHORST ST,BETWEEN SAINT PHILIP ST AND KING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/01/12 09:00:00+00,2024/01/19 15:30:00+00,Charleston GIS,ROOFING,,,,,,Charleston,conradc_chs,No,103.107277986575
6956,MEETING ST,BETWEEN GEORGE ST AND BROAD ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/02/18 09:30:00+00,2024/02/18 12:30:00+00,Charleston GIS,,WASHINGTON LIGHT INFANTRY MARCH,,,,,Charleston,conradc_chs,No,1117.44949195466
6957,QUEEN ST & CHURCH ST,BETWEEN MEETING ST AND CUMBERLAND ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/02/18 09:30:00+00,2024/02/18 12:30:00+00,Charleston GIS,,WASHINGTON LIGHT INFANTRY MARCH,,,,,Charleston,conradc_chs,No,305.597679836684
6959,354 KING ST,BETWEEN BURNS LN AND GEORGE ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/01/23 07:00:00+00,2024/01/23 10:00:00+00,Charleston GIS,SIGN INSTALLATION,,,,,,Charleston,conradc_chs,No,83.4065563903408
6960,WALNUT ST,BETWEEN MEETING ST AND C ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/01/22 08:00:00+00,2024/01/31 17:00:00+00,Charleston GIS,TREE REMOVAL,,,,,,Charleston,conradc_chs,No,203.83096883181
6967, LEE ST,BETWEEN NASSAU ST AND HANOVER ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/01/22 08:00:00+00,2024/01/24 17:00:00+00,Charleston GIS,MILL AND OVERLAY,,,,,,Charleston,conradc_chs,No,117.032006950525
6968, HANOVER ST,BETWEEN LEE ST AND COOPER ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/01/22 08:00:00+00,2024/01/26 17:00:00+00,Charleston GIS,MILL AND OVERLAY,,,,,,Charleston,conradc_chs,No,124.396990079175
6969, NASSAU ST,BETWEEN LEE ST AND COOPER ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/01/22 08:00:00+00,2024/01/26 17:00:00+00,Charleston GIS,MILL AND OVERLAY,,,,,,Charleston,conradc_chs,No,121.864002107597
6970, LINE ST,BETWEEN KING ST AND MEETING ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/01/22 08:00:00+00,2024/02/02 17:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,294.834710737554
6971,KING ST,BETWEEN SOCIETY ST AND WENTWORTH ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/21 08:00:00+00,2024/03/05 17:00:00+00,Charleston GIS,AT&T,,,,,,Charleston,conradc_chs,No,92.1743988499722
6972,SOCIETY ST,BETWEEN MEETING ST AND ANSON ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/21 08:00:00+00,2024/03/05 17:00:00+00,Charleston GIS,AT&T,,,GAGNES,2024/02/16 00:00:00+00,,Charleston,conradc_chs,No,204.700962878161
6973, PRINCESS ST,BETWEEN KING ST AND ARCHDALE ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/02/12 08:00:00+00,2024/02/23 16:00:00+00,Charleston GIS,WATER TESTING,,,,,,Charleston,conradc_chs,No,178.916754556574
6974,ARCHDALE ST,BETWEEN PRINCESS ST AND MARKET ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/12 08:00:00+00,2024/02/23 16:00:00+00,Charleston GIS,WATER TESTING,,,,,,Charleston,conradc_chs,No,60.2825356229064
6975,KING ST,BETWEEN MARKET ST AND PRINCESS ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/12 08:00:00+00,2024/02/23 16:00:00+00,Charleston GIS,WATER TESTING,,,,,,Charleston,conradc_chs,No,56.6873981279164
6976,MARKET ST,BETWEEN ARCHDALE ST AND KING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/12 08:00:00+00,2024/02/23 16:00:00+00,Charleston GIS,WATER TESTING,,,,,,Charleston,conradc_chs,No,182.227711651001
6978,COOPER ST,BETWEEN DRAKE ST AND AMERICA ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/01/15 07:00:00+00,2024/01/26 16:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,179.231139958348
6979,ANSON ST,BETWEEN SOCIETY ST AND LAURENS ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/05/05 08:00:00+00,2024/05/05 15:30:00+00,Charleston GIS,,SAINT STEPHENS ANNUAL BBQ,,,,,Charleston,conradc_chs,No,128.273956815471
6980,MARY MURRAY DR,BETWEEN 10TH AVE AND ASHLEY AVE (AROUND HAMPTON PARK),CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/03/03 12:30:00+00,2024/03/03 16:30:00+00,Charleston GIS,,TEDDY BEAR PICNIC,,,,,Charleston,conradc_chs,No,1073.88051101301
6982,GEORGE ST,BETWEEN KING ST AND ANSON ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/05 22:00:00+00,2024/04/06 14:00:00+00,Charleston GIS,,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,466.881939108797
6983,MEETING ST,BETWEEN GEORGE ST AND WENTWORTH ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/05 22:00:00+00,2024/04/06 14:00:00+00,Charleston GIS,,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,279.720613718525
6984,CALHOUN ST,BETWEEN MEETING ST AND ANSON ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,SPECIAL EVENT,ACTIVE,2024/04/06 00:00:00+00,2024/04/06 04:00:00+00,Charleston GIS,,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,296.511747911179
6985,CALHOUN ST,BETWEEN MEETING ST AND ANSON ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/06 04:00:00+00,2024/04/06 14:00:00+00,Charleston GIS,,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,296.387533859188
6986,CALHOUN ST,BETWEEN ANSON ST AND E BAY ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/06 04:00:00+00,2024/04/06 14:00:00+00,Charleston GIS,CPD MAY OPEN EARLIER,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,301.459323875001
6987,MEETING ST,BETWEEN JOHN ST AND GEORGE ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/06 04:00:00+00,2024/04/06 14:00:00+00,Charleston GIS,CPD MAY OPEN EARLIER,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,599.323296474742
6988,CHARLOTTE ST,BETWEEN ELIZABETH ST AND MEETING ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/06 04:00:00+00,2024/04/06 14:00:00+00,Charleston GIS,,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,255.064167263098
6989,HENRIETTA ST,BETWEEN ELIZABETH ST AND MEETING ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/06 04:00:00+00,2024/04/06 14:00:00+00,Charleston GIS,,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,289.961543461513
6990,GEORGE ST,BETWEEN ANSON ST AND E BAY ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/06 04:30:00+00,2024/04/06 14:00:00+00,Charleston GIS,,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,293.884647445603
6991,ANSON ST,BETWEEN SOCIETY ST AND CALHOUN ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/06 04:30:00+00,2024/04/06 14:00:00+00,Charleston GIS,,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,444.77669668875
6992,ALEXANDER ST,BETWEEN CHARLOTTE ST AND GEORGE ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/06 04:30:00+00,2024/04/06 14:00:00+00,Charleston GIS,,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,440.280262891029
6993,ELIZABETH ST,BETWEEN CALHOUN ST AND CHARLOTTE ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/06 04:00:00+00,2024/04/06 14:00:00+00,Charleston GIS,,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,215.939505832231
6994,MEETING ST,BETWEEN ROMNEY ST AND WOOLFE ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/06 06:00:00+00,2024/04/06 12:00:00+00,Charleston GIS,RACE ROUTE,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,2089.04324906875
6995,MEETING ST,BETWEEN HASELL ST AND WENTWORTH ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/06 06:00:00+00,2024/04/06 12:00:00+00,Charleston GIS,RACE ROUTE,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,115.095661301538
6996,WOOLFE ST,BETWEEN MEETING ST AND KING ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/06 06:00:00+00,2024/04/06 12:00:00+00,Charleston GIS,RACE ROUTE,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,274.895716687324
6997,KING ST,BETWEEN CANNON ST AND HASELL ST ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/06 06:00:00+00,2024/04/06 12:00:00+00,Charleston GIS,RACE ROUTE,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,1585.18551907131
6998,WENTWORTH ST,BETWEEN KING ST AND MEETING ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/06 06:00:00+00,2024/04/06 12:00:00+00,Charleston GIS,RACE ROUTE,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,263.989321974939
6999,SOCIETY ST,BETWEEN KING ST AND MEETING ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/06 06:00:00+00,2024/04/06 12:00:00+00,Charleston GIS,,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,254.243673300985
7000,HUTSON ST,BETWEEN KING ST AND MEETING ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/06 06:00:00+00,2024/04/06 12:00:00+00,Charleston GIS,,COOPER RIVER BRIDGE RUN,,,,,Charleston,conradc_chs,No,252.679447119153
7004,LAURENS ST,BETWEEN E BAY ST AND WASHINGTON ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/01/26 07:00:00+00,2024/01/26 17:00:00+00,Charleston GIS,DELIVERY,,,,,,Charleston,conradc_chs,No,92.0504113868739
7005,MEETING ST,BETWEEN BURNS LN AND GEORGE ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/01/31 19:00:00+00,2024/02/01 06:00:00+00,Charleston GIS,CRANE SETUP,,,,,,Charleston,conradc_chs,No,135.324625139814
7006,GEORGE ST,BETWEEN SAINT PHILIP ST AND GLEBE ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/03/02 10:00:00+00,2024/03/02 00:00:00+00,Charleston GIS,,READY SET GLOW,,,,,Charleston,conradc_chs,No,94.5369940638702
7007,MEETING ST,BETWEEN CUMBERLAND ST AND QUEEN ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/04/25 17:20:00+00,2024/04/25 00:00:00+00,Charleston GIS,,GIBBES ON THE STREET,,,,,Charleston,conradc_chs,No,176.836559364332
7008,PRESIDENT ST,BETWEEN MOULTRIE ST AND HUGER ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/02/24 11:30:00+00,2024/02/24 14:30:00+00,Charleston GIS,,SEPTIMA P. CLARK HOME RECOGNITION,,,,,Charleston,conradc_chs,No,159.562527885704
7009,KING ST,BETWEEN MARY ST AND JOHN ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/03/07 16:30:00+00,2024/03/07 21:00:00+00,Charleston GIS,,CHS WINE & FOOD,,,,,Charleston,conradc_chs,No,356.652721478103
7010,ANN ST,BETWEEN BUS SHED AND KING ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/03/07 16:30:00+00,2024/03/07 21:00:00+00,Charleston GIS,,CHS WINE & FOOD,,,,,Charleston,conradc_chs,No,120.243735472025
7011,RADCLIFFE ST,BETWEEN SAINT PHILIP ST AND KING ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/03/07 16:30:00+00,2024/03/07 21:00:00+00,Charleston GIS,,CHS WINE & FOOD,,,,,Charleston,conradc_chs,No,122.232032355065
7012,BEAUFAIN ST,BETWEEN KING ST AND SAINT PHILIP ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/01/29 18:00:00+00,2024/02/11 06:00:00+00,Charleston GIS,REPAIR CONDUIT,,,,,,Charleston,conradc_chs,No,78.9528717647152
7013,KING ST,BETWEEN SPRING ST AND COLUMBUS ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/01/25 19:00:00+00,2024/02/08 17:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,106.28281416396
7014,BEE ST,BETWEEN PRESIDENT ST AND ASHLEY AVE,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/01/29 09:30:00+00,2024/04/30 15:00:00+00,Charleston GIS,LOADING/UNLOADING MATERIALS,,,,,,Charleston,conradc_chs,No,191.817259534665
7015, ROSE LN,BETWEEN BOGARD ST AND SPRING ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/02/05 07:00:00+00,2024/02/09 15:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,174.468061879711
7016,ASHLEY AVE,BETWEEN CANNON ST AND SPRING ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/01/30 08:00:00+00,2024/02/03 17:00:00+00,Charleston GIS,NEW WATER/SEWER INSTALLATION,,,,,,Charleston,conradc_chs,No,82.0086192335662
7017,ANN ST,BETWEEN MEETING ST AND KING ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/06/01 08:00:00+00,2024/06/01 11:00:00+00,Charleston GIS,,PRIDE PARADE,,,,,Charleston,conradc_chs,No,261.429654381399
7018,KING ST,BETWEEN ANN ST AND BROAD ST,CLOSED,ALL LANES CLOSED,SPECIAL EVENT,ACTIVE,2024/06/01 09:00:00+00,2024/06/01 11:00:00+00,Charleston GIS,,PRIDE PARADE,,,,,Charleston,conradc_chs,No,1310.09195771053
7019,KING ST,BETWEEN MARKET ST AND BROAD ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,SPECIAL EVENT,ACTIVE,2024/06/01 10:00:00+00,2024/06/01 12:00:00+00,Charleston GIS,,PRIDE PARADE,,,,,Charleston,conradc_chs,No,369.2052518913
7020, LAURENS ST,BETWEEN E BAY ST AND WASHINGTON ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/01/30 07:00:00+00,2024/01/01 17:00:00+00,Charleston GIS,CONCRETE DELIVERY,,,,,,Charleston,conradc_chs,No,92.8832528571059
7021, S MARKET ST,BETWEEN MEETING ST AND CHURCH ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/01/30 08:00:00+00,2024/02/09 15:00:00+00,Charleston GIS,PAINTING,,,,,,Charleston,conradc_chs,No,209.379155874396
7025,REID ST,BETWEEN HANOVER ST AND NASSAU ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/01/29 07:00:00+00,2024/02/02 15:00:00+00,Charleston GIS,REPLACE LEAD SERVICE LINE,,,,,,Charleston,conradc_chs,No,112.370753307942
7026, SOCIETY ST,BETWEEN KING ST AND MEETING ST,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/02/01 08:00:00+00,2024/02/09 17:00:00+00,Charleston GIS,BRICK ARCH STORMWATER LINING,,,,,,Charleston,conradc_chs,No,253.06970863256
7027,COOPER ST,BETWEEN DRAKE ST AND AMERICA ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/02 07:00:00+00,2024/02/07 16:00:00+00,Charleston GIS,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,178.967985200659
7028,DRAKE ST,BETWEEN AMHERST ST AND COLUMBUS ST,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/05 07:00:00+00,2024/02/09 15:00:00+00,Charleston GIS,"UTILITY REPAIRS, NOT VALID ON 2/7/24",,,,,,Charleston,conradc_chs,No,119.054917887125
7029,MORRIS STREET,BETWEEN CORINE STREET AND FELIX STREET,CLOSED - PARTIAL,LANES PARTIALLY BLOCKED,CONSTRUCTION,ACTIVE,2024/02/19 07:00:00+00,2024/02/23 17:00:00+00,Charleston GIS ,UTILITY REPAIRS,,,,,,Charleston,conradc_chs,No,36.409901577118
7030, WENTWORTH ST,BETWEEN AHSLEY AVE AND RUTLEDGE AVE,CLOSED,ALL LANES CLOSED,CONSTRUCTION,ACTIVE,2024/02/05 08:00:00+00,2024/03/08 17:00:00+00,Charleston GIS,STORM DRAIN CLEANING,,,,,,Charleston,conradc_chs,No,171.604412771742
